,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
1068,U001,200729942,SA co,31-03-2020 10:00,2020,1930676483,20-03-2020 00:00,04-04-2020 00:00,20-03-2020 00:00,NAA8,1290.43,
1069,U001,200769623,WAL-MAR foundation,09-05-2020 01:13,2020,1930793244,16-04-2020 00:00,01-05-2020 00:00,16-04-2020 00:00,NAH4,153.21,0-15
1070,U001,200707822,PUBLI corp,17-03-2020 21:19,2020,1930585812,03-03-2020 00:00,18-03-2020 00:00,03-03-2020 00:00,NAA8,97817.27,
1071,U001,200793568,SUPE ,15-04-2020 03:19,2020,1930746728,03-04-2020 00:00,18-04-2020 00:00,03-04-2020 00:00,NAA8,537.69,
1072,U001,200148860,DOLLA foundation,09-05-2020 23:36,2020,1930622788,09-03-2020 00:00,13-05-2020 00:00,09-03-2020 00:00,NAGD,29163.84,
1073,U001,200803720,DEC systems,19-05-2020 02:25,2020,1930873234,07-05-2020 00:00,24-05-2020 00:00,01-05-2020 00:00,NAM4,2996.91,
1074,U001,200772670,ASSOCIAT associates,01-04-2020 03:22,2020,1930653468,15-03-2020 00:00,30-03-2020 00:00,15-03-2020 00:00,NAU5,82358.4,0-15
1075,U001,200762301,C&S WH corporation,09-05-2020 10:26,2020,1930822099,25-04-2020 00:00,10-05-2020 00:00,25-04-2020 00:00,NAC6,38801.21,
1076,U001,200772670,ASSOCIAT corporation,23-03-2020 08:39,2020,1930621852,07-03-2020 00:00,22-03-2020 00:00,07-03-2020 00:00,NAU5,1054.28,0-15
1077,U001,200794332,COST trust,18-03-2020 19:59,2020,1930606125,05-03-2020 00:00,20-03-2020 00:00,05-03-2020 00:00,NAAX,32715.47,
1078,U001,200772670,ASSOCIAT ,03-05-2020 14:34,2020,1930801072,18-04-2020 00:00,03-05-2020 00:00,18-04-2020 00:00,NAU5,50590.51,0-15
1079,U001,200776463,KROGE associates,25-03-2020 14:22,2020,1930653600,14-03-2020 00:00,29-03-2020 00:00,14-03-2020 00:00,NAA8,12291.83,
1080,U001,200152991,JET trust,21-04-2020 00:23,2020,1930730906,01-04-2020 00:00,21-04-2020 00:00,01-04-2020 00:00,NAD1,2507.96,0-15
1081,U001,200744019,TARG us,09-04-2020 19:56,2020,1930704787,27-03-2020 00:00,11-04-2020 00:00,27-03-2020 00:00,NAA8,7664.54,
1082,U001,200769623,WAL-MAR trust,18-04-2020 07:42,2020,1930695881,26-03-2020 00:00,10-04-2020 00:00,26-03-2020 00:00,NAH4,2493.35,0-15
1083,U001,200769623,WAL-MAR trust,01-04-2020 14:02,2020,1930599343,06-03-2020 00:00,21-03-2020 00:00,06-03-2020 00:00,NAH4,15911.99,0-15
1084,U001,200769623,WAL-MAR associates,31-05-2020 22:33,2020,1930879159,09-05-2020 00:00,24-05-2020 00:00,09-05-2020 00:00,NAH4,3403.8,0-15
1085,U001,200769623,WAL-MAR co,20-05-2020 05:25,2020,1930819594,24-04-2020 00:00,09-05-2020 00:00,24-04-2020 00:00,NAH4,19927.52,0-15
1086,CA02,140104440,SO associates,16-03-2020 01:45,2020,2960617702,28-02-2020 00:00,12-03-2020 00:00,02-03-2020 00:00,CA10,152731.9482,0-15
1087,U001,200803720,DEC corp,03-04-2020 04:30,2020,1930692159,24-03-2020 00:00,08-04-2020 00:00,16-03-2020 00:00,NAM4,271.22,
1088,U001,CCCA02,KRAFT  co,04-05-2020 22:26,2020,1930685322,23-03-2020 00:00,27-04-2020 00:00,23-03-2020 00:00,NAG2,13948.2,0-15
1089,U001,200782207,FORT trust,02-06-2020 07:54,2020,1930859849,05-05-2020 00:00,20-05-2020 00:00,05-05-2020 00:00,NAA8,48206.96,0-15
1090,U001,200780383,MEIJ corp,26-04-2020 21:05,2020,1930779820,13-04-2020 00:00,28-04-2020 00:00,13-04-2020 00:00,NAA8,130414.76,
1091,U013,100024102,FELI trust,30-04-2020 01:47,2020,1991841814,27-03-2020 00:00,26-04-2020 00:00,27-03-2020 00:00,NAVE,70657.02,0-15
1092,U001,200769623,WAL-MAR corporation,02-04-2020 09:52,2020,1930635289,11-03-2020 00:00,26-03-2020 00:00,11-03-2020 00:00,NAH4,6582.26,0-15
1093,U001,200726979,BJ'S  foundation,23-04-2020 08:12,2020,1930760109,08-04-2020 00:00,23-04-2020 00:00,08-04-2020 00:00,NAA8,344.9,0-15
1094,U001,200029010,KROG in,26-03-2020 12:30,2020,1930631475,10-03-2020 00:00,25-03-2020 00:00,10-03-2020 00:00,NAA8,135103.34,0-15
1095,U001,200752302,KROGER foundation,30-04-2020 22:33,2020,1930787898,15-04-2020 00:00,30-04-2020 00:00,15-04-2020 00:00,NAA8,77889.07,0-15
1096,U001,200769623,WAL-MAR corporation,20-04-2020 03:10,2020,1930710126,28-03-2020 00:00,12-04-2020 00:00,28-03-2020 00:00,NAH4,61.29,0-15
1097,U001,200769623,WAL-MAR in,29-03-2020 06:16,2020,1930585706,03-03-2020 00:00,18-03-2020 00:00,03-03-2020 00:00,NAH4,15993.68,0-15
1098,U001,200726979,BJ'S  in,20-05-2020 08:12,2020,1930859719,05-05-2020 00:00,20-05-2020 00:00,05-05-2020 00:00,NAA8,380.77,0-15
1099,U001,200759878,SA trust,30-03-2020 10:48,2020,1930645152,15-03-2020 00:00,30-03-2020 00:00,15-03-2020 00:00,NAH4,22511.69,0-15
1100,U001,200769623,WAL-MAR llc,29-04-2020 01:05,2020,1930752149,06-04-2020 00:00,21-04-2020 00:00,06-04-2020 00:00,NAH4,661.11,0-15
1101,U001,200759878,SA associates,11-05-2020 04:56,2020,1930825883,27-04-2020 00:00,12-05-2020 00:00,27-04-2020 00:00,NAH4,31269.65,
1102,U001,200769623,WAL-MAR us,20-04-2020 06:44,2020,1930708478,27-03-2020 00:00,11-04-2020 00:00,27-03-2020 00:00,NAH4,39469.29,0-15
1103,U001,200776463,KROGE llc,28-04-2020 13:35,2020,1930790873,15-04-2020 00:00,30-04-2020 00:00,15-04-2020 00:00,NAA8,90640.58,
1104,U001,200744019,TARG corp,07-05-2020 08:24,2020,1930602914,05-03-2020 00:00,09-05-2020 00:00,05-03-2020 00:00,NAGD,5991.27,
1105,U001,200776463,KROGE corporation,27-03-2020 22:12,2020,1930647278,13-03-2020 00:00,28-03-2020 00:00,13-03-2020 00:00,NAA8,136508.84,
1106,U001,200769623,WAL-MAR foundation,09-05-2020 00:49,2020,1930790876,16-04-2020 00:00,01-05-2020 00:00,16-04-2020 00:00,NAH4,7962.12,0-15
1107,U001,200794332,COST systems,19-03-2020 19:59,2020,1930606694,06-03-2020 00:00,21-03-2020 00:00,06-03-2020 00:00,NAAX,24341.31,
1108,U001,200794332,COST co,03-04-2020 10:06,2020,1930670719,20-03-2020 00:00,04-04-2020 00:00,20-03-2020 00:00,NAAX,37925.78,
1109,U001,200726979,BJ'S  systems,02-04-2020 08:17,2020,1930716601,18-03-2020 00:00,02-04-2020 00:00,18-03-2020 00:00,NAA8,550.2,0-15
1110,U001,200721222,GO foundation,05-04-2020 11:33,2020,1930679348,21-03-2020 00:00,05-04-2020 00:00,21-03-2020 00:00,NAA8,36337.74,0-15
1111,CA02,140104440,SO trust,14-04-2020 07:21,2020,2960625801,30-03-2020 00:00,11-04-2020 00:00,01-04-2020 00:00,CA10,56571.6156,0-15
1112,CA02,140104440,SO ,01-04-2020 04:15,2020,2960621921,16-03-2020 00:00,28-03-2020 00:00,18-03-2020 00:00,CA10,48827.6327,0-15
1113,U001,200769623,WAL-MAR corp,06-04-2020 11:36,2020,1930652981,15-03-2020 00:00,30-03-2020 00:00,15-03-2020 00:00,NAH4,50529.38,0-15
1114,U001,200769623,WAL-MAR in,21-03-2020 00:06,2020,1930577552,27-02-2020 00:00,13-03-2020 00:00,27-02-2020 00:00,NAH4,7473.7,0-15
1115,U001,200769623,WAL-MAR us,14-05-2020 22:09,2020,1930801271,20-04-2020 00:00,05-05-2020 00:00,20-04-2020 00:00,NAH4,12825.19,0-15
1116,U001,200707822,PUBLI associates,27-04-2020 21:07,2020,1930782104,13-04-2020 00:00,28-04-2020 00:00,13-04-2020 00:00,NAA8,78502.37,
1117,U001,100001196,DOLLAR associates,11-05-2020 10:49,2020,1930828040,27-04-2020 00:00,12-05-2020 00:00,27-04-2020 00:00,NAA8,7740.7,
1118,U001,200772670,ASSOCIAT trust,29-04-2020 13:20,2020,1930780007,12-04-2020 00:00,27-04-2020 00:00,12-04-2020 00:00,NAU5,10085.8,0-15
1119,U001,200526831,PERISH ,23-04-2020 21:08,2020,1930768394,09-04-2020 00:00,24-04-2020 00:00,09-04-2020 00:00,NAA8,83481.17,
1120,U001,200769623,WAL-MAR associates,02-06-2020 06:21,2020,1930882792,11-05-2020 00:00,26-05-2020 00:00,11-05-2020 00:00,NAH4,142.22,0-15
1121,U001,200769623,WAL-MAR associates,18-05-2020 22:39,2020,1930827850,26-04-2020 00:00,11-05-2020 00:00,26-04-2020 00:00,NAH4,1991.84,0-15
1122,U001,200704045,RA co,22-05-2020 05:42,2020,1930866288,06-05-2020 00:00,21-05-2020 00:00,06-05-2020 00:00,NAA8,89899.14,0-15
1123,U001,200769623,WAL-MAR in,25-04-2020 00:25,2020,1930728067,02-04-2020 00:00,17-04-2020 00:00,02-04-2020 00:00,NAH4,272.45,0-15
1124,U001,200769623,WAL-MAR associates,23-03-2020 07:19,2020,1930585433,01-03-2020 00:00,16-03-2020 00:00,01-03-2020 00:00,NAH4,36820.79,0-15
1125,U001,200769623,WAL-MAR corporation,28-04-2020 09:27,2020,1930732961,02-04-2020 00:00,17-04-2020 00:00,02-04-2020 00:00,NAH4,31610.43,0-15
1126,U001,200777735,NASH  llc,17-03-2020 08:39,2020,1930576618,05-03-2020 00:00,20-03-2020 00:00,05-03-2020 00:00,NAA8,16491.13,
1127,U001,200726979,BJ'S  corp,13-04-2020 07:08,2020,1930715869,29-03-2020 00:00,13-04-2020 00:00,29-03-2020 00:00,NAA8,667.96,0-15
1128,U001,200778870,C corporation,29-04-2020 04:06,2020,1930764073,08-04-2020 00:00,23-04-2020 00:00,08-04-2020 00:00,NAA8,8161.5,0-15
1129,U001,200776463,KROGE in,07-04-2020 03:46,2020,1930693797,24-03-2020 00:00,08-04-2020 00:00,24-03-2020 00:00,NAA8,103985.27,
1130,U001,200729942,SA trust,11-05-2020 03:17,2020,1930647125,13-03-2020 00:00,17-05-2020 00:00,13-03-2020 00:00,NAGD,4006.38,
1131,U001,200418007,AM in,26-04-2020 08:02,2020,1930764257,16-04-2020 00:00,01-05-2020 00:00,16-04-2020 00:00,NAA8,2498.27,
1132,U001,200762301,C&S WH corp,31-05-2020 07:03,2020,1930719411,30-03-2020 00:00,03-06-2020 00:00,30-03-2020 00:00,NAGD,1071.38,
1133,U001,200769623,WAL-MAR corp,28-04-2020 03:19,2020,1930750437,05-04-2020 00:00,20-04-2020 00:00,05-04-2020 00:00,NAH4,10164.82,0-15
1134,U001,200726979,BJ'S  corp,14-04-2020 05:41,2020,1930717118,30-03-2020 00:00,14-04-2020 00:00,30-03-2020 00:00,NAA8,15235.13,0-15
1135,U001,200769623,WAL-MAR foundation,05-04-2020 06:59,2020,1930629852,10-03-2020 00:00,25-03-2020 00:00,10-03-2020 00:00,NAH4,15728.13,0-15
1136,U001,100024776,PEA in,29-05-2020 14:12,2020,1930810293,23-04-2020 00:00,28-05-2020 00:00,23-04-2020 00:00,NAG2,7214.57,0-15
1137,U001,200769623,WAL-MAR associates,19-04-2020 07:24,2020,1930714796,28-03-2020 00:00,12-04-2020 00:00,28-03-2020 00:00,NAH4,36369.05,0-15
1138,U001,200769623,WAL-MAR corp,29-03-2020 03:43,2020,1930609912,06-03-2020 00:00,21-03-2020 00:00,06-03-2020 00:00,NAH4,106.67,0-15
1139,U001,200743123,KROGER corp,04-04-2020 11:50,2020,1930672929,20-03-2020 00:00,04-04-2020 00:00,20-03-2020 00:00,NAA8,133818.72,0-15
1140,U001,200743123,KROGER in,08-05-2020 08:11,2020,1930822629,27-04-2020 00:00,12-05-2020 00:00,27-04-2020 00:00,NAA8,13713.39,
1141,U001,200803720,DEC foundation,03-04-2020 00:34,2020,1930690648,24-03-2020 00:00,08-04-2020 00:00,16-03-2020 00:00,NAM4,374.64,
1142,U001,200794332,COST associates,13-04-2020 10:06,2020,1930719716,30-03-2020 00:00,14-04-2020 00:00,30-03-2020 00:00,NAAX,39222.02,
1143,U013,140103409,BUTTE co,25-04-2020 05:45,2020,1991839567,17-03-2020 00:00,16-04-2020 00:00,17-03-2020 00:00,NAVE,21814.89,0-15
1144,U001,200704858,WAKE co,12-04-2020 08:05,2020,1930669921,20-03-2020 00:00,04-04-2020 00:00,20-03-2020 00:00,NAA8,5646.39,0-15
1145,U001,200750051,ALBER corp,24-04-2020 13:48,2020,1930797286,17-04-2020 00:00,02-05-2020 00:00,17-04-2020 00:00,NAA8,54518.4,
1146,U001,200794332,COST systems,03-04-2020 08:16,2020,1930671296,20-03-2020 00:00,04-04-2020 00:00,20-03-2020 00:00,NAAX,81653.8,
1147,U001,200762301,C&S WH foundation,24-03-2020 11:53,2020,1930623634,10-03-2020 00:00,25-03-2020 00:00,10-03-2020 00:00,NAC6,21827.01,
1148,U001,200020431,DEC trust,03-04-2020 12:01,2020,1930682904,21-03-2020 00:00,08-04-2020 00:00,16-03-2020 00:00,NAM4,81,
1149,U001,200744019,TARG us,16-05-2020 02:12,2020,1930828708,29-04-2020 00:00,14-05-2020 00:00,29-04-2020 00:00,NAA8,14267.08,0-15
1150,U001,200726979,BJ'S  trust,16-04-2020 04:11,2020,1930729936,01-04-2020 00:00,16-04-2020 00:00,01-04-2020 00:00,NAA8,24918.62,0-15
1151,U001,200418007,AM in,02-05-2020 08:27,2020,1930802482,22-04-2020 00:00,07-05-2020 00:00,22-04-2020 00:00,NAA8,19175.38,
1152,U001,200794332,COST foundation,12-04-2020 23:22,2020,1930717822,30-03-2020 00:00,14-04-2020 00:00,30-03-2020 00:00,NAAX,24691.93,
1153,U001,200741174,M B  corp,28-03-2020 07:50,2020,1930641036,11-03-2020 00:00,26-03-2020 00:00,11-03-2020 00:00,NAA8,18754.85,0-15
1154,U001,200739534,OK corp,02-05-2020 19:59,2020,1930798569,18-04-2020 00:00,03-05-2020 00:00,18-04-2020 00:00,NAA8,19134.36,
1155,U001,200705742,DOT systems,16-03-2020 10:05,2020,1930622901,07-03-2020 00:00,22-03-2020 00:00,07-03-2020 00:00,NAA8,25243.61,
1156,U001,200257211,SUI corporation,15-04-2020 12:34,2020,1930715623,20-03-2020 00:00,04-04-2020 00:00,20-03-2020 00:00,NAA8,43286.07,0-15
1157,U001,200769623,WAL-MAR trust,27-04-2020 14:02,2020,1930729846,01-04-2020 00:00,16-04-2020 00:00,01-04-2020 00:00,NAH4,15038.06,0-15
1158,U001,200764795,SYSCO  llc,02-04-2020 08:28,2020,1930581724,04-03-2020 00:00,05-04-2020 00:00,04-03-2020 00:00,NA32,10208,
1159,U001,200726979,BJ'S  foundation,02-04-2020 08:17,2020,1930666521,18-03-2020 00:00,02-04-2020 00:00,18-03-2020 00:00,NAA8,316.93,0-15
1160,U001,200458131,TIMES associates,09-04-2020 21:54,2020,1930676786,27-03-2020 00:00,11-04-2020 00:00,27-03-2020 00:00,NAA8,5524.35,
1161,U001,200936373,SUPE ,07-05-2020 12:44,2020,1930809722,22-04-2020 00:00,07-05-2020 00:00,22-04-2020 00:00,NAA8,36152.94,0-15
1162,U001,200744019,TARG trust,17-05-2020 20:29,2020,1930849997,04-05-2020 00:00,19-05-2020 00:00,04-05-2020 00:00,NAA8,1799.9,
1163,U013,140103335,PARAM us,25-04-2020 23:48,2020,1991840746,16-03-2020 00:00,15-04-2020 00:00,16-03-2020 00:00,NAVE,33064.89,0-15
1164,CA02,140104229,A & W F associates,13-06-2020 02:04,2020,2960633342,10-05-2020 00:00,20-05-2020 00:00,10-05-2020 00:00,CA10,4373.0766,16-30
1165,U001,100031704,DELHAIZE us,03-05-2020 22:02,2020,1930801392,20-04-2020 00:00,05-05-2020 00:00,20-04-2020 00:00,NAA8,56725.42,
1166,U001,200706844,WINC trust,29-04-2020 11:55,2020,1930709453,31-03-2020 00:00,15-04-2020 00:00,31-03-2020 00:00,NAA8,6242.34,0-15
1167,U001,200705372,FR trust,01-04-2020 06:37,2020,1930652968,17-03-2020 00:00,01-04-2020 00:00,17-03-2020 00:00,NAA8,150810.74,0-15
1168,U001,200769623,WAL-MAR trust,02-06-2020 14:02,2020,1930861450,07-05-2020 00:00,22-05-2020 00:00,07-05-2020 00:00,NAH4,18215.64,0-15
1169,U001,200721222,GO corp,06-04-2020 16:56,2020,1930687943,23-03-2020 00:00,07-04-2020 00:00,23-03-2020 00:00,NAA8,18701.48,
1170,U001,200705742,DOT us,02-06-2020 20:55,2020,1930862343,05-05-2020 00:00,08-06-2020 00:00,05-05-2020 00:00,NAAW,57336.97,
1171,U001,200769623,WAL-MAR foundation,24-04-2020 00:33,2020,1930725400,01-04-2020 00:00,16-04-2020 00:00,01-04-2020 00:00,NAH4,1898.9,0-15
1172,U001,200769623,WAL-MAR systems,04-05-2020 16:07,2020,1930778681,12-04-2020 00:00,27-04-2020 00:00,12-04-2020 00:00,NAH4,75276.54,0-15
1173,U001,200555117,BURR associates,01-05-2020 03:46,2020,1930751143,09-04-2020 00:00,24-04-2020 00:00,09-04-2020 00:00,NAA8,50116.5,0-15
1174,U001,200974851,RESTA systems,20-03-2020 09:55,2020,1930631179,11-03-2020 00:00,26-03-2020 00:00,11-03-2020 00:00,NAA8,1045.09,
1175,U001,200726979,BJ'S  llc,04-04-2020 04:07,2020,1930674447,20-03-2020 00:00,04-04-2020 00:00,20-03-2020 00:00,NAA8,819.64,0-15
1176,U001,200726979,BJ'S  foundation,20-04-2020 08:12,2020,1930752825,05-04-2020 00:00,20-04-2020 00:00,05-04-2020 00:00,NAA8,198.38,0-15
1177,U001,200769623,WAL-MAR foundation,16-04-2020 07:04,2020,1930682863,21-03-2020 00:00,05-04-2020 00:00,21-03-2020 00:00,NAH4,17631.81,0-15
1178,U001,200769623,WAL-MAR corp,14-04-2020 11:32,2020,1930686257,23-03-2020 00:00,07-04-2020 00:00,23-03-2020 00:00,NAH4,55345.54,0-15
1179,U001,200759878,SA trust,05-04-2020 22:09,2020,1930699455,26-03-2020 00:00,10-04-2020 00:00,26-03-2020 00:00,NAH4,5153.79,
1180,U001,200769623,WAL-MAR corporation,16-04-2020 02:46,2020,1930694468,24-03-2020 00:00,08-04-2020 00:00,24-03-2020 00:00,NAH4,4272.16,0-15
1181,U001,200726979,BJ'S  trust,10-05-2020 08:17,2020,1930827989,25-04-2020 00:00,10-05-2020 00:00,25-04-2020 00:00,NAA8,285.8,0-15
1182,U001,200759878,SA systems,18-05-2020 04:51,2020,1930848693,04-05-2020 00:00,19-05-2020 00:00,04-05-2020 00:00,NAH4,31209.43,
1183,U001,200769623,WAL-MAR trust,05-04-2020 14:02,2020,1930617883,10-03-2020 00:00,25-03-2020 00:00,10-03-2020 00:00,NAH4,15528.95,0-15
1184,U001,200744019,TARG foundation,03-04-2020 02:12,2020,1930661319,17-03-2020 00:00,01-04-2020 00:00,17-03-2020 00:00,NAA8,16362.7,0-15
1185,U001,200769623,WAL-MAR in,18-04-2020 08:05,2020,1930707495,27-03-2020 00:00,11-04-2020 00:00,27-03-2020 00:00,NAH4,46889.88,0-15
1186,U001,200803720,DEC in,04-05-2020 01:18,2020,1930820038,23-04-2020 00:00,09-05-2020 00:00,16-04-2020 00:00,NAM4,1309.66,
1187,U001,200526831,PERISH associates,24-03-2020 15:51,2020,1930630439,10-03-2020 00:00,25-03-2020 00:00,10-03-2020 00:00,NAA8,102686.95,
1188,U001,200308132,COLORA systems,29-05-2020 03:25,2020,1930851560,02-05-2020 00:00,17-05-2020 00:00,02-05-2020 00:00,NAA8,19909.04,0-15
1189,U001,200769623,WAL-MAR systems,30-05-2020 14:18,2020,1930855065,04-05-2020 00:00,19-05-2020 00:00,04-05-2020 00:00,NAH4,29419.25,0-15
1190,U001,200418007,AM in,03-05-2020 07:54,2020,1930819711,23-04-2020 00:00,08-05-2020 00:00,23-04-2020 00:00,NAA8,10301.52,
1191,U001,200769623,WAL-MAR co,01-05-2020 05:20,2020,1930747258,05-04-2020 00:00,20-04-2020 00:00,05-04-2020 00:00,NAH4,19581.58,0-15
1192,U001,200769072,GREC associates,01-04-2020 06:01,2020,1930547631,27-02-2020 00:00,30-03-2020 00:00,27-02-2020 00:00,NA32,9205.65,0-15
1193,U001,200769623,WAL-MAR us,11-04-2020 22:09,2020,1930660940,18-03-2020 00:00,02-04-2020 00:00,18-03-2020 00:00,NAH4,10505.59,0-15
1194,U001,200769623,WAL-MAR corporation,08-05-2020 11:21,2020,1930794208,16-04-2020 00:00,01-05-2020 00:00,16-04-2020 00:00,NAH4,41282.06,0-15
1195,U001,200769623,WAL-MAR us,28-05-2020 23:09,2020,1930854162,04-05-2020 00:00,19-05-2020 00:00,04-05-2020 00:00,NAH4,661.11,0-15
1196,U001,200705742,DOT ,08-05-2020 20:05,2020,1930781352,13-04-2020 00:00,15-05-2020 00:00,13-04-2020 00:00,NA32,14894.14,
1197,U001,200759878,SA corporation,16-05-2020 04:20,2020,1930844778,02-05-2020 00:00,17-05-2020 00:00,02-05-2020 00:00,NAH4,14001.29,
1198,U001,200762301,C&S WH corp,12-04-2020 14:32,2020,1930718526,30-03-2020 00:00,14-04-2020 00:00,30-03-2020 00:00,NAC6,27454.1,
1199,U001,200744019,TARG in,12-05-2020 02:12,2020,1930825443,25-04-2020 00:00,10-05-2020 00:00,25-04-2020 00:00,NAA8,15817.6,0-15
1200,U001,200794332,COST co,29-03-2020 05:00,2020,1930651376,14-03-2020 00:00,29-03-2020 00:00,14-03-2020 00:00,NAAX,14204.38,0-15
1201,U001,200726979,BJ'S  us,25-03-2020 08:12,2020,1930629637,10-03-2020 00:00,25-03-2020 00:00,10-03-2020 00:00,NAA8,194.08,0-15
1202,U001,200555117,BURR associates,04-04-2020 05:56,2020,1930645457,13-03-2020 00:00,28-03-2020 00:00,13-03-2020 00:00,NAA8,112320.55,0-15
1203,U001,200769623,WAL-MAR corp,09-04-2020 09:51,2020,1930645687,14-03-2020 00:00,29-03-2020 00:00,14-03-2020 00:00,NAH4,16495.4,0-15
1204,U001,200769623,WAL-MAR systems,22-03-2020 15:57,2020,1930577259,29-02-2020 00:00,15-03-2020 00:00,29-02-2020 00:00,NAH4,58730.67,0-15
1205,U001,100031704,DELHAIZE ,06-04-2020 22:56,2020,1930687343,23-03-2020 00:00,07-04-2020 00:00,23-03-2020 00:00,NAA8,57508.29,
1206,U001,200769623,WAL-MAR corp,24-05-2020 11:54,2020,1930845070,02-05-2020 00:00,17-05-2020 00:00,02-05-2020 00:00,NAH4,36319.29,0-15
1207,U001,200761734,H E BUT associates,07-05-2020 13:34,2020,1930822287,24-04-2020 00:00,09-05-2020 00:00,24-04-2020 00:00,NAA8,63880.14,
1208,U001,200744019,TARG llc,05-05-2020 02:43,2020,1930798417,18-04-2020 00:00,03-05-2020 00:00,18-04-2020 00:00,NAA8,27159.3,0-15
1209,U001,200759878,SA corp,10-04-2020 04:25,2020,1930705962,27-03-2020 00:00,11-04-2020 00:00,27-03-2020 00:00,NAH4,20164.81,
1210,U001,100051489,G&K associates,05-05-2020 00:40,2020,1930774978,09-04-2020 00:00,24-04-2020 00:00,09-04-2020 00:00,NAA8,8250,0-15
1211,U001,200769623,WAL-MAR systems,31-03-2020 07:31,2020,1930621619,08-03-2020 00:00,23-03-2020 00:00,08-03-2020 00:00,NAH4,11834.16,0-15
1212,U001,200744019,TARG systems,16-04-2020 02:43,2020,1930703895,30-03-2020 00:00,14-04-2020 00:00,30-03-2020 00:00,NAA8,34499.15,0-15
1213,U001,200775094,SAVE M foundation,07-04-2020 21:22,2020,1930674687,20-03-2020 00:00,04-04-2020 00:00,20-03-2020 00:00,NAA8,40873.09,0-15
1214,U001,200769623,WAL-MAR foundation,20-04-2020 07:35,2020,1930705141,25-03-2020 00:00,09-04-2020 00:00,25-03-2020 00:00,NAH4,33496.48,0-15
1215,U001,200772595,SAFEW corporation,28-04-2020 11:39,2020,1930582061,28-02-2020 00:00,03-05-2020 00:00,28-02-2020 00:00,NAGD,10543.17,
1216,U001,200786288,FAMILY foundation,08-05-2020 10:55,2020,1930808630,22-04-2020 00:00,07-05-2020 00:00,22-04-2020 00:00,NAC6,46869.77,0-15
1217,U001,200769623,WAL-MAR corp,23-04-2020 11:54,2020,1930724370,01-04-2020 00:00,16-04-2020 00:00,01-04-2020 00:00,NAH4,36450.09,0-15
1218,U001,200707822,PUBLI us,06-05-2020 18:12,2020,1930801592,21-04-2020 00:00,06-05-2020 00:00,21-04-2020 00:00,NAA8,104176.8,0-15
1219,U001,200129450,NU in,10-05-2020 04:27,2020,1930759642,08-04-2020 00:00,08-05-2020 00:00,08-04-2020 00:00,NAD5,53819.93,0-15
1220,U001,100049552,SUNN llc,04-05-2020 14:36,2020,1930794917,17-04-2020 00:00,02-05-2020 00:00,17-04-2020 00:00,NAA8,21413,0-15
1221,U001,200744019,TARG corp,28-03-2020 23:49,2020,1930654293,16-03-2020 00:00,31-03-2020 00:00,16-03-2020 00:00,NAA8,7231.54,
1222,U001,200769623,WAL-MAR corporation,07-04-2020 12:42,2020,1930655126,16-03-2020 00:00,31-03-2020 00:00,16-03-2020 00:00,NAH4,41233.26,0-15
1223,U001,200353024,DECA corp,22-03-2020 20:26,2020,1930689874,24-03-2020 00:00,26-03-2020 00:00,16-03-2020 00:00,NAM2,18172.21,
1224,U001,200749782,KROG trust,21-04-2020 22:31,2020,1930753915,07-04-2020 00:00,22-04-2020 00:00,07-04-2020 00:00,NAA8,33099.46,
1225,U001,100032505,KEHE ,23-05-2020 06:23,2020,1930846926,05-05-2020 00:00,20-05-2020 00:00,05-05-2020 00:00,NAA8,21911.62,0-15
1226,U001,200020431,DEC llc,18-04-2020 09:00,2020,1930817472,23-04-2020 00:00,23-04-2020 00:00,16-04-2020 00:00,NAM1,5241.52,
1227,U001,200772670,ASSOCIAT associates,17-03-2020 15:30,2020,1930580081,01-03-2020 00:00,16-03-2020 00:00,01-03-2020 00:00,NAU5,17515.53,0-15
1228,U001,200726979,BJ'S  ,19-03-2020 06:51,2020,1930594081,04-03-2020 00:00,19-03-2020 00:00,04-03-2020 00:00,NAA8,760.75,0-15
1229,U001,200769623,WAL-MAR systems,25-04-2020 15:31,2020,1930729184,03-04-2020 00:00,18-04-2020 00:00,03-04-2020 00:00,NAH4,47575.52,0-15
1230,U001,200762301,C&S WH llc,14-05-2020 04:11,2020,1930641685,12-03-2020 00:00,16-05-2020 00:00,12-03-2020 00:00,NAGD,1059.09,
1231,U001,200761734,H E BUT co,16-04-2020 17:01,2020,1930747443,04-04-2020 00:00,19-04-2020 00:00,04-04-2020 00:00,NAA8,61297.3,
1232,U001,200712105,WALG in,09-05-2020 20:11,2020,1930779631,12-04-2020 00:00,27-04-2020 00:00,12-04-2020 00:00,NAA8,48157.28,0-15
1233,U001,200759878,SA associates,06-05-2020 22:09,2020,1930812531,26-04-2020 00:00,11-05-2020 00:00,26-04-2020 00:00,NAH4,13789.99,
1234,U001,200747369,SCHNU llc,17-04-2020 17:38,2020,1930724856,01-04-2020 00:00,16-04-2020 00:00,01-04-2020 00:00,NAA8,85886.7,0-15
1235,U001,200794332,COST foundation,12-05-2020 00:03,2020,1930832233,28-04-2020 00:00,13-05-2020 00:00,28-04-2020 00:00,NAAX,9986.09,
1236,U001,200739534,OK ,19-04-2020 07:55,2020,1930748595,04-04-2020 00:00,19-04-2020 00:00,04-04-2020 00:00,NAA8,44297.85,0-15
